"Age","Overall","Potential","Value","Wage","Special","Preferred.Foot","International.Reputation","Weak.Foot","Skill.Moves","Body.Type","Height","Weight","LS","ST","RS","LW","LF","CF","RF","RW","LAM","CAM","RAM","LM","LCM","CM","RCM","RM","LWB","LDM","CDM","RDM","RWB","LB","LCB","CB","RCB","RB","Crossing","Finishing","HeadingAccuracy","ShortPassing","Volleys","Dribbling","Curve","FKAccuracy","LongPassing","BallControl","Acceleration","SprintSpeed","Agility","Reactions","Balance","ShotPower","Jumping","Stamina","Strength","LongShots","Aggression","Interceptions","Positioning","Vision","Penalties","Composure","Marking","StandingTackle","SlidingTackle","GKDiving","GKHandling","GKKicking","GKPositioning","GKReflexes","Release.Clause","attack_Work.Rate","defend_Work.Rate","PositionGroup","cluster"
35,69,69,250,3,951,"1",1,2,1,"1",187.96,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,11,19,6,8,14,13,16,15,25,31,38,59,39,18,55,22,66,6,24,10,4,44,17,26,12,12,13,68,70,60,70,69,313,"2","2","GK",2
23,69,75,1100,1,1200,"1",1,3,1,"2",185.42,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,18,25,17,20,21,21,22,18,60,52,66,62,50,47,70,34,62,12,19,12,12,45,26,54,18,15,12,72,65,60,66,74,2500,"2","2","GK",2
27,69,73,925,3,1178,"1",1,3,1,"2",193.04,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,15,38,13,19,29,8,34,31,45,38,31,53,33,32,73,31,74,16,39,19,11,41,30,54,10,15,13,70,70,67,65,77,1400,"2","2","GK",2
24,69,77,1200,8,1214,"1",1,4,1,"2",185.42,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,10,33,15,22,22,15,30,24,54,55,50,66,44,25,74,32,63,14,28,25,20,42,24,41,22,14,11,70,65,74,66,72,2300,"2","2","GK",2
35,69,69,250,9,1045,"1",1,1,1,"2",195.58,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,10,24,14,11,15,16,31,21,32,31,36,73,50,21,68,36,65,12,22,9,7,43,25,58,11,10,12,68,69,46,70,68,425,"2","2","GK",2
37,69,69,70,3,1059,"1",1,3,1,"2",187.96,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,12,12,15,20,13,25,11,16,25,24,25,71,27,24,69,36,79,12,32,16,16,50,20,34,10,13,17,65,71,71,66,69,102,"2","2","GK",2
24,69,74,1000,3,995,"1",1,2,1,"2",193.04,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,12,36,9,10,7,11,22,22,36,40,29,66,34,20,63,23,64,7,15,12,10,26,24,23,13,11,13,69,67,68,66,71,1500,"2","2","GK",2
25,69,73,1100,2,1428,"1",1,3,2,"2",185.42,170,46,46,46,43,44,44,44,43,45,45,45,46,50,50,50,46,60,63,63,63,60,63,69,69,69,63,28,30,68,58,29,33,26,30,47,52,63,51,46,63,51,40,75,65,74,33,57,72,22,30,36,55,70,74,66,6,6,6,10,11,1700,"2","2","DEF",2
28,69,71,875,7,1101,"1",1,2,1,"2",190.5,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,14,14,13,15,24,13,14,25,52,56,54,74,32,12,74,27,43,15,23,23,15,46,21,52,12,16,14,68,67,66,67,68,1800,"2","2","GK",2
23,69,77,1200,8,1128,"0",1,3,1,"2",187.96,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,15,35,19,20,14,13,32,23,40,43,37,68,52,20,56,33,57,16,36,22,15,28,24,54,10,16,15,67,70,58,67,72,2200,"2","2","GK",2
21,69,80,1400,2,1114,"1",1,2,1,"2",180.34,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,14,29,20,20,11,11,26,22,50,50,34,62,65,20,54,35,55,12,22,17,17,25,21,51,12,20,12,70,66,67,67,71,2800,"2","2","GK",2
22,69,76,1100,2,1115,"1",1,3,1,"1",182.88,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,15,24,17,15,13,18,27,15,45,46,39,68,59,21,59,38,45,15,19,23,20,50,15,50,8,17,13,71,64,64,68,69,1600,"2","2","GK",2
20,69,83,1900,6,1091,"0",1,3,1,"2",193.04,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,11,30,10,17,13,12,27,23,43,42,42,67,42,23,56,34,65,12,25,18,10,42,19,37,20,11,12,69,67,67,68,71,4600,"2","2","GK",2
24,69,74,1000,4,960,"1",1,3,1,"2",185.42,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,10,19,8,9,11,12,13,20,20,29,31,63,51,25,64,34,54,6,21,11,8,40,15,47,11,9,10,68,67,65,67,71,1600,"2","2","GK",2
28,69,69,850,8,1438,"1",1,3,2,"2",182.88,163,45,45,45,42,43,43,43,42,44,44,44,45,50,50,50,45,61,64,64,64,61,64,70,70,70,64,29,18,65,55,24,39,22,22,50,52,43,61,64,68,60,47,64,68,72,32,72,70,21,25,32,65,72,68,74,11,10,6,11,11,1900,"1","3","DEF",2
32,69,69,600,1,1038,"1",1,2,1,"2",187.96,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,13,29,12,12,17,19,22,32,38,42,31,60,30,29,46,19,71,7,29,11,10,34,20,28,9,17,15,68,69,67,68,73,870,"2","2","GK",2
25,69,76,1200,1,1428,"1",1,3,2,"2",187.96,170,46,46,46,45,45,45,45,45,45,45,45,48,49,49,49,48,61,61,61,61,61,63,69,69,69,63,28,17,73,56,24,46,30,26,32,53,69,54,45,66,47,32,81,82,84,21,61,59,28,30,32,57,71,70,66,9,12,7,7,10,1900,"2","2","DEF",2
36,69,69,140,6,1140,"1",2,2,1,"2",190.5,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,16,26,16,12,13,13,27,22,38,35,46,70,48,23,64,34,60,15,38,28,11,47,22,41,22,14,13,70,64,63,69,70,266,"2","2","GK",2
28,69,71,1000,10,1418,"0",1,3,2,"3",187.96,196,46,46,46,43,43,43,43,43,43,43,43,44,47,47,47,44,58,60,60,60,58,61,69,69,69,61,28,25,69,54,31,37,33,28,29,59,50,51,45,51,48,40,80,60,77,26,58,58,28,32,46,60,74,76,73,13,7,14,11,7,1700,"2","2","DEF",2
34,69,69,425,8,1066,"1",1,3,1,"2",182.88,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,14,27,10,14,15,15,24,20,42,40,53,66,44,20,75,26,62,15,26,9,7,28,21,44,8,12,11,69,68,64,67,70,765,"2","2","GK",2
33,69,69,425,6,1396,"1",1,2,2,"3",190.5,187,45,45,45,41,42,42,42,41,43,43,43,45,51,51,51,45,59,64,64,64,59,61,70,70,70,61,34,22,72,61,30,37,26,24,58,48,42,44,31,58,33,43,73,73,90,24,63,72,28,27,37,68,71,67,61,15,6,12,8,6,616,"1","3","DEF",2
31,69,69,650,9,1017,"1",1,3,1,"2",193.04,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,13,13,14,13,14,14,14,14,41,44,38,70,26,15,66,37,64,15,23,22,12,22,18,53,16,15,13,68,70,49,67,72,1000,"2","2","GK",2
37,69,69,70,3,1142,"1",1,3,1,"3",193.04,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,11,46,14,14,12,12,43,29,31,43,36,66,41,28,45,32,64,16,37,23,14,47,46,55,12,13,12,64,72,52,77,64,102,"2","2","GK",2
21,69,77,1200,4,964,"0",1,3,1,"1",190.5,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,12,22,9,9,10,10,21,18,33,37,39,59,22,19,53,23,62,8,26,9,7,33,16,29,11,10,14,67,70,76,69,71,2000,"2","2","GK",2
27,69,72,875,3,1063,"0",1,2,1,"2",195.58,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,10,29,14,19,18,12,25,20,37,32,32,62,35,17,54,39,74,19,31,22,12,32,14,31,19,10,9,71,66,67,69,71,1900,"2","2","GK",2
25,69,74,1000,11,1135,"1",1,4,1,"1",185.42,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,19,24,11,14,12,19,21,23,40,47,65,58,55,22,73,30,64,14,25,22,10,37,20,23,20,14,15,74,67,60,64,72,1600,"2","2","GK",2
23,69,77,1200,7,1012,"0",1,4,1,"2",190.5,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,11,17,4,14,13,14,20,23,41,36,50,71,39,14,68,20,62,7,18,11,17,28,30,41,15,12,10,71,68,60,64,71,2300,"2","2","GK",2
27,69,71,1000,7,1386,"0",1,3,2,"2",193.04,207,46,46,46,42,43,43,43,42,44,44,44,46,51,51,51,46,59,64,64,64,59,61,70,70,70,61,28,23,72,61,28,42,27,26,44,50,49,53,31,62,35,38,56,68,90,21,76,71,24,32,36,65,58,71,66,10,11,9,12,6,1800,"2","2","DEF",2
35,69,69,250,2,1110,"1",1,3,1,"2",180.34,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,20,36,17,15,12,8,23,23,36,52,45,62,45,17,60,27,69,9,40,14,20,25,21,49,12,16,20,71,65,66,67,71,438,"2","2","GK",2
32,69,69,600,3,1112,"1",1,2,1,"2",185.42,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,15,32,13,17,21,25,23,21,23,22,50,65,37,21,58,44,59,14,33,25,13,43,16,49,12,15,16,72,65,65,66,72,1100,"2","2","GK",2
29,69,69,825,7,1389,"1",1,3,2,"2",195.58,203,47,47,47,45,45,45,45,45,44,44,44,46,46,46,46,46,57,59,59,59,57,60,69,69,69,60,28,30,66,41,24,53,30,30,26,60,48,63,46,58,36,35,58,55,90,26,70,69,23,30,39,56,71,67,65,14,11,9,13,5,1200,"2","2","DEF",2
29,69,69,700,3,907,"1",1,2,1,"2",187.96,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,10,13,8,11,14,13,16,15,21,17,31,58,35,17,72,25,67,9,21,6,4,23,11,55,9,12,12,68,69,66,68,71,1200,"2","2","GK",2
24,69,77,1200,7,1072,"1",1,3,1,"2",180.34,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,18,32,18,14,19,13,19,22,45,47,30,51,54,19,56,21,57,12,17,22,19,19,24,58,17,16,13,72,68,67,69,71,2500,"2","2","GK",2
27,69,71,1000,4,1430,"0",1,3,2,"2",187.96,176,46,46,46,45,46,46,46,45,47,47,47,48,51,51,51,48,60,63,63,63,60,62,70,70,70,62,38,20,66,56,21,44,32,31,40,57,50,54,39,66,52,48,60,57,84,22,70,69,22,45,40,67,67,69,68,7,12,8,9,7,1700,"2","2","DEF",2
34,69,69,325,4,1416,"1",2,3,2,"2",193.04,194,49,49,49,40,43,43,43,40,42,42,42,42,50,50,50,42,55,63,63,63,55,57,69,69,69,57,30,26,72,55,16,38,19,55,61,46,33,35,31,54,32,79,63,58,92,44,80,71,33,24,25,54,60,69,63,15,6,9,7,15,488,"2","2","DEF",2
26,69,70,850,4,1136,"1",1,2,1,"2",190.5,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,12,38,20,18,19,15,34,14,32,42,61,72,34,25,65,32,52,13,32,12,14,49,15,46,16,20,18,69,65,64,66,70,1100,"2","2","GK",2
33,69,69,525,14,1039,"1",1,3,1,"2",190.5,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,12,31,12,17,12,13,15,16,31,38,55,69,30,24,50,38,61,14,32,15,15,27,14,41,13,9,12,70,69,65,66,66,998,"2","2","GK",2
23,69,79,1300,1,1145,"1",1,3,1,"2",195.58,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,14,39,19,16,18,14,21,24,42,44,32,65,48,25,55,32,80,17,26,16,19,30,25,41,18,18,14,70,67,61,66,72,2100,"2","2","GK",2
24,69,76,1100,2,1151,"1",1,1,1,"1",177.8,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,7,50,20,20,16,17,34,25,49,48,40,68,32,23,53,27,49,19,36,24,7,56,19,58,16,24,7,66,69,60,65,72,1700,"2","2","GK",2
26,69,69,750,11,1118,"1",1,3,1,"2",190.5,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,8,18,8,9,9,12,17,21,44,41,52,69,37,21,71,31,67,7,45,44,5,71,22,61,17,8,9,79,55,66,55,83,1400,"2","2","GK",2
29,69,69,700,7,1317,"1",1,5,1,"2",185.42,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,15,53,13,25,15,14,62,42,57,45,49,68,62,16,65,43,63,18,38,32,13,54,34,63,25,14,12,67,64,71,65,74,1100,"2","2","GK",2
30,69,69,675,7,965,"1",1,3,1,"3",193.04,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,30,20,12,12,16,16,17,23,19,28,30,50,29,19,35,19,67,11,25,12,3,36,25,52,8,16,14,68,70,70,76,69,1300,"2","2","GK",2
31,69,69,650,2,1234,"1",1,3,1,"2",182.88,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,18,43,20,22,16,24,31,18,51,43,50,67,62,35,59,44,56,13,21,21,12,45,22,58,24,24,18,72,68,68,63,70,878,"2","2","GK",2
23,69,74,1200,9,1426,"1",1,2,2,"1",190.5,172,46,46,46,40,42,42,42,40,42,42,42,43,49,49,49,43,59,62,62,62,59,62,70,70,70,62,28,29,75,52,30,29,29,33,43,48,36,54,51,62,41,47,69,76,82,28,54,71,26,32,45,60,71,70,71,8,6,15,8,7,2100,"1","3","DEF",2
32,69,69,600,3,1116,"1",1,3,1,"2",185.42,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,16,34,10,15,12,12,34,23,46,49,54,63,60,16,51,34,56,8,39,26,14,28,19,51,7,12,19,66,68,64,70,71,1100,"2","2","GK",2
21,69,78,1400,10,1390,"1",1,3,2,"1",187.96,168,44,44,44,40,42,42,42,40,42,42,42,43,49,49,49,43,59,62,62,62,59,63,69,69,69,63,25,23,66,58,28,28,26,24,42,44,54,55,42,64,58,42,72,63,71,25,57,71,29,32,38,65,70,75,73,6,8,7,6,8,2700,"2","2","DEF",2
24,69,75,1100,2,1082,"1",1,2,1,"1",187.96,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,16,25,19,16,21,18,22,23,31,28,59,55,32,15,41,28,45,19,23,22,15,64,25,61,13,14,17,71,68,69,68,72,2000,"2","2","GK",2
30,69,69,675,2,1217,"1",1,3,1,"2",190.5,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,14,43,10,15,11,12,28,23,61,53,63,71,60,22,73,36,74,13,34,23,14,46,14,55,8,13,14,66,70,67,66,69,844,"2","2","GK",2
32,69,69,600,6,975,"1",1,2,1,"2",198.12,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,13,23,8,15,12,15,16,24,18,34,25,61,19,24,49,27,75,9,34,14,8,32,20,12,12,13,14,71,66,60,67,75,930,"2","2","GK",2
30,69,69,675,7,1054,"1",1,4,1,"2",187.96,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,11,17,12,14,16,13,10,15,52,42,56,65,55,20,51,31,56,8,22,24,12,46,14,59,12,9,8,67,73,66,70,66,1400,"2","2","GK",2
27,69,69,700,3,886,"1",1,2,1,"2",195.58,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,12,27,9,10,12,8,21,20,19,19,18,68,27,18,42,25,53,13,22,11,8,15,19,21,14,9,8,71,65,66,65,71,1500,"2","2","GK",2
32,69,69,600,10,1112,"1",1,3,1,"3",190.5,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,11,47,12,13,15,12,45,22,28,33,24,70,37,20,51,25,61,13,39,22,13,51,19,42,30,15,13,68,64,75,66,72,1100,"2","2","GK",2
30,69,69,675,10,1126,"0",1,3,1,"2",182.88,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,12,17,12,10,17,16,12,20,57,54,64,64,56,25,60,38,74,13,21,12,10,34,25,50,15,14,12,66,69,65,68,71,1100,"2","2","GK",2
27,69,72,875,5,1047,"1",1,2,1,"1",187.96,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,13,23,11,16,13,13,19,18,41,44,35,57,41,24,49,26,63,13,28,20,12,35,17,30,14,17,16,71,67,68,64,74,1900,"2","2","GK",2
22,69,80,1400,9,1121,"1",1,3,1,"2",187.96,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,14,27,16,20,17,15,22,19,30,41,31,63,51,23,60,25,68,14,33,16,13,50,23,58,25,16,19,72,64,66,69,71,2300,"2","2","GK",2
33,69,69,525,2,1021,"1",1,3,1,"2",180.34,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,11,16,9,9,10,8,19,22,34,38,37,63,44,12,66,25,55,16,35,21,14,47,15,64,12,9,12,70,66,71,69,69,709,"2","2","GK",2
29,69,69,700,2,1131,"1",1,3,1,"2",190.5,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,24,20,18,15,20,16,22,21,41,42,42,61,36,22,58,25,73,13,24,28,16,42,17,49,25,15,17,69,69,67,68,68,875,"2","2","GK",2
25,69,73,975,5,1149,"1",1,3,1,"2",190.5,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,17,27,17,19,18,15,24,24,49,48,30,68,48,21,60,39,67,17,18,24,20,45,24,57,14,12,17,73,63,65,63,76,2000,"2","2","GK",2
39,69,69,70,1,1167,"1",1,2,1,"2",182.88,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,14,22,8,16,13,22,21,21,45,40,46,65,33,57,58,20,70,18,41,27,11,48,50,53,19,8,9,66,70,69,71,64,98,"2","2","GK",2
30,69,69,675,3,1143,"1",1,3,1,"2",193.04,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,19,12,13,14,11,13,22,24,54,56,63,67,43,18,68,43,65,15,14,15,16,53,15,12,11,13,12,69,66,67,70,69,844,"2","2","GK",2
29,69,69,700,7,1243,"1",1,3,1,"2",187.96,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,20,30,4,24,23,18,50,22,63,56,52,67,53,23,68,45,46,12,37,14,14,65,22,62,17,12,12,69,68,76,65,70,1500,"2","2","GK",2
24,69,75,1100,3,1093,"1",1,3,1,"3",190.5,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,14,25,20,18,19,20,26,24,31,30,34,70,24,19,48,27,65,14,19,27,20,50,30,49,25,10,19,71,65,61,66,69,1900,"2","2","GK",2
31,69,69,650,6,1190,"1",1,2,1,"2",190.5,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,23,27,13,17,20,10,25,23,55,57,44,65,35,12,68,45,79,14,44,24,12,32,12,55,21,23,19,70,67,64,68,70,1300,"2","2","GK",2
31,69,69,650,17,1009,"0",1,1,1,"2",195.58,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,13,31,11,19,18,10,25,19,24,30,27,66,40,23,60,27,66,9,31,7,8,28,20,49,11,13,9,72,67,68,62,71,1100,"2","2","GK",2
30,69,69,775,7,1306,"1",1,3,2,"2",190.5,170,41,41,41,37,38,38,38,37,41,41,41,40,50,50,50,40,55,65,65,65,55,58,69,69,69,58,30,24,60,72,33,27,29,25,71,35,33,31,31,70,31,38,31,31,82,21,77,67,20,27,38,49,73,72,70,14,8,9,12,14,1100,"2","2","DEF",2
29,69,70,825,12,1112,"1",1,2,1,"2",193.04,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,13,22,11,12,11,10,20,23,41,48,44,69,43,20,58,39,74,13,42,23,13,32,21,55,20,13,12,72,64,60,65,73,1500,"2","2","GK",2
31,69,69,650,3,1174,"1",1,2,1,"2",187.96,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,9,22,9,17,15,12,38,20,44,42,47,65,54,19,65,45,75,18,45,25,11,54,21,47,18,12,12,70,67,66,66,69,975,"2","2","GK",2
27,69,71,850,5,1147,"1",1,2,1,"3",187.96,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,21,31,18,16,17,16,18,22,47,44,31,61,52,20,70,24,65,20,27,25,13,42,25,56,15,15,17,72,63,61,68,74,1800,"2","2","GK",2
27,69,71,1000,12,1436,"1",1,2,2,"2",193.04,179,46,46,46,43,44,44,44,43,45,45,45,46,51,51,51,46,59,64,64,64,59,62,70,70,70,62,23,21,74,51,23,33,24,29,56,64,52,62,41,68,51,33,82,62,80,20,65,67,25,32,34,52,66,67,66,7,12,16,16,14,2000,"2","2","DEF",2
25,69,73,975,7,1027,"0",1,2,1,"2",198.12,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,18,18,12,16,14,12,20,17,41,37,36,60,35,20,37,30,60,13,37,19,14,29,14,50,20,14,15,72,68,62,69,70,1300,"2","2","GK",2
25,69,71,900,8,1054,"1",1,2,1,"2",187.96,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,13,34,10,11,12,11,29,22,48,42,35,67,39,21,54,21,71,11,35,23,11,32,18,58,9,11,11,69,70,60,64,70,1800,"2","2","GK",2
22,69,81,1500,2,1169,"1",1,3,1,"2",187.96,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,14,29,19,17,16,21,18,23,45,44,36,65,55,22,70,44,65,19,20,18,11,65,15,48,16,18,17,69,67,65,67,71,2100,"2","2","GK",2
32,69,69,600,5,1360,"1",2,2,2,"1",190.5,176,47,47,47,37,41,41,41,37,38,38,38,38,41,41,41,38,51,55,55,55,51,56,69,69,69,56,25,30,80,35,29,28,36,32,36,29,45,52,30,69,30,57,56,33,78,16,87,56,39,41,49,56,69,74,73,12,10,7,9,8,750,"2","2","DEF",2
29,69,70,825,4,1014,"1",1,3,1,"2",187.96,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,18,14,14,12,18,16,13,23,40,38,31,63,33,14,64,32,41,17,20,15,6,29,23,48,29,13,12,64,72,67,69,68,1400,"2","2","GK",2
27,69,71,850,3,1079,"1",1,2,1,"1",187.96,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,14,23,12,12,12,15,21,15,31,35,34,66,50,19,57,40,62,16,22,25,10,61,11,30,13,17,12,68,68,70,65,73,1800,"2","2","GK",2
34,69,69,325,1,1367,"1",1,4,2,"1",187.96,181,47,47,47,43,45,45,45,43,45,45,45,44,49,49,49,44,57,61,61,61,57,60,70,70,70,60,23,25,75,60,23,39,27,22,32,48,48,48,42,63,44,38,55,52,82,18,64,74,40,35,37,60,70,67,66,13,8,8,7,14,439,"2","2","DEF",2
24,69,75,1100,1,1036,"1",1,2,1,"1",193.04,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,14,20,10,11,13,15,27,16,35,25,37,70,30,23,50,32,70,10,36,10,10,57,12,57,17,11,12,70,70,68,59,73,2500,"2","2","GK",2
33,69,69,425,5,1350,"0",1,3,2,"1",193.04,190,42,42,42,39,40,40,40,39,43,43,43,43,52,52,52,43,58,65,65,65,58,60,69,69,69,60,34,26,71,59,15,32,46,39,61,47,33,36,32,68,33,31,33,62,84,26,75,68,13,42,30,50,70,70,67,6,11,7,12,11,723,"2","2","DEF",2
30,69,69,675,4,1264,"1",1,2,1,"2",182.88,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,20,38,16,13,22,20,34,19,51,55,68,67,58,25,80,43,67,12,32,21,14,33,25,51,24,21,19,73,66,63,62,71,1100,"2","2","GK",2
28,69,72,925,10,1101,"1",1,3,1,"2",187.96,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,12,12,13,13,14,13,11,23,51,48,48,73,51,15,70,33,67,16,24,24,15,26,14,58,23,14,14,68,66,65,70,67,1500,"2","2","GK",2
27,69,71,850,3,1122,"1",1,2,1,"3",187.96,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,20,24,20,13,11,13,21,18,48,40,39,70,58,23,51,45,76,11,18,21,19,25,29,23,11,17,19,70,64,60,67,74,1300,"2","2","GK",2
26,69,74,1200,4,1417,"1",1,3,2,"2",180.34,183,42,42,42,39,38,38,38,39,39,39,39,43,48,48,48,43,61,63,63,63,61,63,70,70,70,63,48,24,66,62,22,23,24,26,52,33,50,42,44,66,65,37,71,69,78,26,77,73,29,19,37,54,60,74,72,13,9,6,11,9,2000,"2","2","DEF",2
