"Age","Overall","Potential","Value","Wage","Special","Preferred.Foot","International.Reputation","Weak.Foot","Skill.Moves","Body.Type","Height","Weight","LS","ST","RS","LW","LF","CF","RF","RW","LAM","CAM","RAM","LM","LCM","CM","RCM","RM","LWB","LDM","CDM","RDM","RWB","LB","LCB","CB","RCB","RB","Crossing","Finishing","HeadingAccuracy","ShortPassing","Volleys","Dribbling","Curve","FKAccuracy","LongPassing","BallControl","Acceleration","SprintSpeed","Agility","Reactions","Balance","ShotPower","Jumping","Stamina","Strength","LongShots","Aggression","Interceptions","Positioning","Vision","Penalties","Composure","Marking","StandingTackle","SlidingTackle","GKDiving","GKHandling","GKKicking","GKPositioning","GKReflexes","Release.Clause","attack_Work.Rate","defend_Work.Rate","PositionGroup","cluster"
20,65,79,1100,4,1474,"1",1,2,3,"1",185.42,172,47,47,47,47,46,46,46,47,49,49,49,49,53,53,53,49,59,61,61,61,59,61,65,65,65,61,36,28,67,62,34,43,30,28,51,47,55,60,68,57,64,42,63,59,70,29,55,59,28,50,30,49,64,70,69,13,13,11,12,7,2500,"2","2","DEF",3
20,65,77,975,2,1628,"0",1,2,3,"1",177.8,161,59,59,59,67,64,64,64,67,64,64,64,66,56,56,56,66,52,44,44,44,52,48,36,36,36,48,63,59,28,53,58,70,64,62,48,62,91,90,89,57,85,55,59,68,40,60,49,30,58,58,58,55,27,21,19,7,10,8,14,8,1900,"2","1","MID",3
19,65,77,950,3,1612,"1",1,4,3,"1",172.72,161,60,60,60,67,64,64,64,67,63,63,63,65,56,56,56,65,52,45,45,45,52,49,40,40,40,49,62,53,32,58,54,73,59,57,49,67,88,81,87,58,83,61,78,54,50,56,32,23,58,49,46,54,39,26,29,14,8,8,14,6,1600,"2","1","FWD",3
22,65,73,675,2,1606,"1",1,3,2,"2",182.88,170,52,52,52,60,56,56,56,60,58,58,58,62,59,59,59,62,66,63,63,63,66,65,64,64,64,65,66,31,49,63,31,65,32,39,55,62,71,78,64,56,65,26,75,71,72,32,62,55,53,52,47,58,58,69,64,6,11,5,12,9,1300,"3","2","DEF",3
32,65,65,300,3,1597,"1",1,3,2,"1",177.8,165,54,54,54,53,53,53,53,53,52,52,52,54,54,54,54,54,61,61,61,61,61,62,65,65,65,62,45,34,68,54,32,56,41,48,45,55,70,53,45,62,65,62,68,62,65,51,67,67,44,41,62,58,61,65,64,11,13,6,7,8,390,"2","3","DEF",3
26,65,67,550,1,1624,"1",1,4,2,"2",187.96,185,54,54,54,59,57,57,57,59,59,59,59,62,62,62,62,62,66,65,65,65,66,66,66,66,66,66,59,30,62,62,40,62,40,25,61,64,68,69,57,66,57,37,76,73,78,34,59,66,51,56,30,65,55,64,63,13,13,6,14,14,729,"2","2","DEF",3
24,65,68,700,3,1554,"0",1,3,2,"2",185.42,168,65,65,65,62,63,63,63,62,61,61,61,61,55,55,55,61,45,45,45,45,45,43,42,42,42,43,44,66,63,56,58,57,42,30,40,63,62,68,69,63,64,64,79,72,76,50,62,17,68,58,62,64,21,23,14,9,8,8,9,9,1300,"3","2","FWD",3
21,65,77,850,1,1370,"1",1,3,2,"2",190.5,183,43,43,43,40,41,41,41,40,41,41,41,44,47,47,47,44,57,60,60,60,57,60,66,66,66,60,31,18,63,54,28,32,23,23,46,50,51,62,43,64,46,42,77,65,78,21,72,64,21,26,34,58,57,65,64,13,11,12,8,6,1200,"2","3","DEF",3
22,65,76,925,3,1660,"1",1,3,2,"2",182.88,170,65,65,65,66,65,65,65,66,63,63,63,65,57,57,57,65,54,50,50,50,54,52,49,49,49,52,58,59,53,60,42,60,37,34,48,62,87,87,74,62,77,60,66,72,78,52,58,24,72,50,66,54,50,32,22,15,16,7,6,14,1500,"3","3","FWD",3
23,65,70,625,2,1483,"1",1,2,2,"1",182.88,174,47,47,47,49,47,47,47,49,50,50,50,53,55,55,55,53,62,63,63,63,62,63,65,65,65,63,58,18,67,65,32,45,21,28,61,51,64,68,39,54,44,47,55,63,72,38,63,60,28,47,38,62,62,68,62,14,15,14,14,8,1100,"1","2","DEF",3
18,65,76,850,2,1578,"1",1,3,3,"1",165.1,126,64,64,64,67,65,65,65,67,65,65,65,66,60,60,60,66,52,48,48,48,52,49,41,41,41,49,63,65,51,63,42,68,47,36,62,67,76,81,78,44,68,65,52,70,57,61,33,20,62,57,47,57,32,32,26,14,13,7,10,9,1400,"2","2","FWD",3
35,65,65,120,1,1629,"1",1,2,2,"2",175.26,163,52,52,52,58,56,56,56,58,57,57,57,60,58,58,58,60,66,62,62,62,66,65,62,62,62,65,65,25,49,66,27,58,33,59,46,60,65,70,66,71,71,40,63,66,62,37,62,66,57,42,57,65,45,66,67,12,13,15,14,14,162,"2","2","DEF",3
21,65,78,1100,8,1541,"1",1,3,2,"2",182.88,174,65,65,65,62,63,63,63,62,60,60,60,60,52,52,52,60,48,44,44,44,48,46,46,46,46,46,52,65,71,56,58,63,57,27,26,62,67,71,54,58,53,61,63,56,78,58,62,26,60,53,60,61,28,21,25,11,9,9,10,11,2400,"3","1","FWD",3
27,65,66,500,5,1482,"1",1,2,2,"2",182.88,172,46,46,46,44,44,44,44,44,44,44,44,47,48,48,48,47,59,59,59,59,59,61,65,65,65,61,38,23,62,46,33,36,31,24,41,48,61,58,69,61,59,47,72,85,84,40,69,57,31,34,33,63,62,66,64,7,12,9,5,15,863,"1","2","DEF",3
29,65,65,425,1,1593,"1",1,3,2,"1",185.42,174,48,48,48,49,49,49,49,49,52,52,52,53,57,57,57,53,63,65,65,65,63,65,67,67,67,65,43,31,63,61,29,38,48,45,59,50,60,65,61,67,58,33,64,77,73,35,64,69,33,55,50,55,68,66,63,9,12,13,15,16,616,"2","2","MID",3
22,65,76,825,4,1470,"1",1,3,2,"1",180.34,165,47,47,47,45,46,46,46,45,46,46,46,48,51,51,51,48,59,60,60,60,59,61,65,65,65,61,34,21,67,55,29,43,29,30,50,55,54,65,50,63,75,47,76,65,65,21,55,63,29,32,44,59,64,68,62,12,13,14,11,9,1600,"2","2","DEF",3
24,65,68,700,3,1554,"1",1,3,3,"2",185.42,179,66,66,66,63,64,64,64,63,62,62,62,61,57,57,57,61,48,46,46,46,48,46,44,44,44,46,51,65,63,57,54,61,49,31,45,64,59,63,60,67,57,66,56,58,78,60,44,26,65,59,65,60,21,25,27,10,11,14,11,12,1500,"2","1","FWD",3
22,65,72,650,2,1651,"0",1,3,2,"1",182.88,170,55,55,55,58,58,58,58,58,59,59,59,60,62,62,62,60,63,65,65,65,63,64,65,65,65,64,55,31,60,65,43,56,50,46,64,64,64,68,58,58,60,54,65,61,70,48,64,60,54,58,37,60,66,64,62,9,16,7,7,7,1100,"3","2","DEF",3
33,65,65,350,2,1659,"1",1,3,3,"1",172.72,137,66,66,66,63,66,66,66,63,66,66,66,62,62,62,62,62,48,50,50,50,48,47,44,44,44,47,37,66,61,64,69,59,51,53,61,67,70,54,74,61,77,69,71,64,52,64,50,32,70,62,67,47,26,26,29,14,9,11,11,8,438,"3","1","FWD",3
23,65,72,650,2,1530,"1",1,3,2,"2",180.34,154,49,49,49,50,48,48,48,50,48,48,48,52,50,50,50,52,61,59,59,59,61,63,65,65,65,63,42,15,65,51,25,49,49,29,44,59,76,78,75,55,70,47,81,68,75,22,62,62,40,32,26,58,62,64,60,9,11,9,8,10,1300,"2","2","DEF",3
26,65,68,550,1,1669,"1",1,4,2,"2",182.88,168,57,57,57,59,58,58,58,59,57,57,57,61,58,58,58,61,65,62,62,62,65,66,65,65,65,66,62,42,64,58,35,60,50,38,54,60,76,76,61,58,63,55,67,64,64,47,62,59,47,50,41,54,68,66,66,7,9,14,11,15,894,"2","2","DEF",3
23,65,69,700,5,1615,"0",1,3,3,"1",185.42,172,63,63,63,66,65,65,65,66,64,64,64,66,60,60,60,66,57,53,53,53,57,55,49,49,49,55,62,58,48,63,47,70,55,40,49,69,76,77,69,58,65,59,54,64,63,52,51,42,60,56,49,54,36,39,38,7,8,8,8,15,1300,"2","2","MID",3
22,65,72,650,3,1349,"0",1,3,2,"2",193.04,194,50,50,50,44,46,46,46,44,44,44,44,46,48,48,48,46,55,59,59,59,55,58,65,65,65,58,36,27,68,55,33,40,23,25,41,52,48,54,33,62,40,67,32,53,85,27,71,53,30,33,29,64,65,66,61,7,7,9,5,12,1100,"2","2","DEF",3
30,65,65,400,2,1527,"1",1,3,2,"3",190.5,187,52,52,52,48,50,50,50,48,50,50,50,50,54,54,54,50,56,61,61,61,56,58,65,65,65,58,36,35,67,58,29,45,41,31,53,57,50,50,60,63,42,67,78,54,81,40,65,61,31,44,53,65,54,64,62,16,12,6,6,16,540,"2","3","DEF",3
27,65,65,575,3,1613,"1",1,4,2,"2",182.88,154,63,63,63,65,64,64,64,65,64,64,64,65,60,60,60,65,55,50,50,50,55,52,44,44,44,52,63,63,45,61,39,62,58,57,58,61,83,78,66,64,71,71,46,67,58,63,37,35,55,60,52,59,26,36,33,9,8,9,6,13,834,"3","2","MID",3
21,65,72,650,1,1662,"0",1,3,3,"1",182.88,159,61,61,61,66,63,63,63,66,63,63,63,66,62,62,62,66,67,64,64,64,67,66,63,63,63,66,70,60,36,64,24,65,45,25,57,68,78,68,66,51,63,62,58,69,66,56,69,61,66,46,32,62,62,69,64,11,7,12,5,7,943,"3","2","DEF",3
28,65,65,425,2,1623,"0",1,3,2,"2",177.8,154,54,54,54,57,55,55,55,57,56,56,56,60,60,60,60,60,66,66,66,66,66,66,66,66,66,66,68,35,62,67,28,59,45,35,63,62,61,53,59,63,67,56,61,72,62,39,72,66,43,41,41,65,61,66,66,11,8,9,12,10,616,"2","3","DEF",3
23,65,73,675,2,1431,"1",1,2,2,"1",195.58,205,48,48,48,45,46,46,46,45,48,48,48,48,52,52,52,48,57,62,62,62,57,59,66,66,66,59,20,31,68,64,29,39,38,25,50,55,56,61,52,65,42,39,79,64,71,26,71,60,26,33,33,51,66,62,57,8,11,9,9,12,1100,"1","3","DEF",3
27,65,66,500,2,1545,"0",1,3,2,"2",187.96,176,50,50,50,49,47,47,47,49,48,48,48,53,54,54,54,53,64,64,64,64,64,66,67,67,67,66,61,22,65,58,25,32,32,33,64,56,67,67,57,62,44,46,67,71,75,26,78,64,48,29,46,52,60,66,68,7,13,11,10,15,913,"2","2","DEF",3
25,65,70,600,3,1632,"0",1,2,2,"1",187.96,170,54,54,54,56,55,55,55,56,55,55,55,59,58,58,58,59,65,65,65,65,65,65,66,66,66,65,63,31,55,58,35,54,57,49,59,62,59,74,54,68,35,52,55,74,81,41,70,65,47,44,40,58,65,60,59,14,15,12,9,16,1000,"2","2","DEF",3
25,65,66,650,2,1537,"1",1,4,2,"2",172.72,146,66,66,66,61,63,63,63,61,59,59,59,59,51,51,51,59,45,40,40,40,45,43,39,39,39,43,34,62,69,49,57,59,40,29,34,62,76,77,76,69,79,72,88,72,69,58,30,15,58,45,59,65,22,14,19,6,7,5,15,11,861,"3","1","FWD",3
22,65,74,725,1,1448,"1",1,3,2,"1",193.04,185,44,44,44,41,40,40,40,41,40,40,40,42,43,43,43,42,56,56,56,56,56,59,65,65,65,59,34,26,65,43,29,32,35,30,29,37,62,62,53,52,70,39,79,72,85,27,64,63,29,37,42,55,65,65,62,9,13,15,12,11,1400,"2","3","DEF",3
29,65,65,550,2,1571,"1",1,3,2,"2",187.96,181,65,65,65,58,62,62,62,58,59,59,59,58,57,57,57,58,50,52,52,52,50,49,52,52,52,49,42,56,74,59,55,53,44,38,46,61,48,66,42,66,47,71,59,67,82,53,64,40,69,55,63,59,39,33,19,14,13,15,8,10,798,"2","3","FWD",3
27,65,66,625,1,1603,"1",1,4,3,"1",175.26,143,58,58,58,66,65,65,65,66,66,66,66,66,60,60,60,66,56,51,51,51,56,54,45,45,45,54,58,50,33,67,37,74,62,42,47,66,76,75,71,58,81,61,44,61,38,59,39,27,56,65,51,63,57,34,44,16,15,16,14,9,1400,"2","2","MID",3
22,65,72,750,3,1601,"1",1,3,3,"1",180.34,150,64,64,64,66,65,65,65,66,64,64,64,65,58,58,58,65,53,49,49,49,53,50,44,44,44,50,60,60,46,61,51,65,60,41,50,63,79,80,70,60,63,70,54,63,69,52,42,27,64,61,52,61,38,29,27,7,13,6,8,10,1500,"3","2","MID",3
30,65,65,400,2,1457,"1",1,2,2,"2",187.96,170,49,49,49,49,49,49,49,49,50,50,50,51,54,54,54,51,60,62,62,62,60,61,65,65,65,61,40,43,59,56,31,48,22,25,58,55,54,54,48,55,60,36,73,60,69,37,52,67,34,42,33,50,67,67,68,9,14,8,7,6,500,"1","2","DEF",3
27,65,65,575,3,1606,"1",1,4,2,"3",185.42,159,65,65,65,60,62,62,62,60,60,60,60,60,56,56,56,60,45,47,47,47,45,43,45,45,45,43,40,64,67,57,60,58,55,40,50,62,65,67,55,55,62,68,80,75,83,58,84,18,62,55,56,61,20,22,19,11,11,10,7,10,1000,"2","1","FWD",3
26,65,68,675,2,1461,"0",1,3,2,"1",190.5,187,65,65,65,58,61,61,61,58,57,57,57,57,52,52,52,57,44,44,44,44,44,42,45,45,45,42,44,64,71,51,61,58,31,31,31,61,45,54,46,64,32,70,64,69,93,53,57,19,66,52,63,64,29,21,17,12,7,11,9,5,1100,"2","2","FWD",3
24,65,70,625,5,1617,"1",1,3,2,"2",182.88,163,54,54,54,55,55,55,55,55,57,57,57,56,60,60,60,56,62,65,65,65,62,62,66,66,66,62,38,38,61,64,32,56,48,32,60,59,62,54,64,62,64,51,71,69,70,52,69,67,42,54,35,58,65,65,61,8,8,12,13,11,1200,"2","3","MID",3
24,65,70,600,4,1588,"0",1,4,2,"1",185.42,157,53,53,53,59,56,56,56,59,58,58,58,61,59,59,59,61,65,62,62,62,65,66,63,63,63,66,61,30,55,62,33,57,37,24,54,63,76,75,72,64,64,34,68,68,66,33,51,59,55,48,34,53,62,66,62,15,11,7,11,11,1000,"2","2","DEF",3
26,65,65,600,3,1605,"1",1,3,3,"2",180.34,163,66,66,66,64,64,64,64,64,62,62,62,63,55,55,55,63,50,45,45,45,50,48,43,43,43,48,50,65,59,55,54,62,41,36,39,62,80,77,77,60,72,65,62,72,79,55,47,32,65,54,57,58,23,16,30,14,6,7,16,16,1100,"2","1","FWD",3
20,65,79,1100,2,1459,"1",1,2,2,"2",182.88,154,46,46,46,50,47,47,47,50,48,48,48,53,52,52,52,53,64,62,62,62,64,65,66,66,66,65,55,19,62,62,28,55,28,27,40,60,65,64,48,66,64,35,72,65,65,16,58,67,22,33,34,43,65,65,64,13,12,7,8,15,2300,"2","2","DEF",3
23,65,70,725,2,1608,"1",1,3,3,"3",177.8,179,66,66,66,62,63,63,63,62,61,61,61,60,55,55,55,60,46,46,46,46,46,44,45,45,45,44,46,61,64,59,51,60,51,32,48,61,67,68,66,59,78,75,77,55,79,55,61,23,67,55,58,48,28,21,23,16,15,8,9,12,1100,"3","1","FWD",3
21,65,75,875,2,1605,"0",1,3,2,"1",182.88,174,65,65,65,64,65,65,65,64,63,63,63,63,56,56,56,63,49,46,46,46,49,46,42,42,42,46,42,64,54,60,51,61,48,41,42,60,79,88,74,59,69,68,74,74,70,61,63,28,64,53,54,58,21,16,21,7,7,12,6,14,1500,"3","2","FWD",3
30,65,65,400,1,1668,"1",1,3,2,"2",185.42,192,56,56,56,53,53,53,53,53,53,53,53,54,56,56,56,54,61,62,62,62,61,62,65,65,65,62,56,42,65,58,35,47,64,63,57,57,53,62,53,63,44,79,76,66,76,55,64,61,36,42,59,61,59,66,59,10,14,6,8,13,500,"2","3","DEF",3
29,65,65,425,5,1429,"1",1,3,2,"2",182.88,159,40,40,40,40,38,38,38,40,42,42,42,44,50,50,50,44,58,63,63,63,58,59,65,65,65,59,50,15,57,60,27,28,40,37,59,49,39,36,56,55,57,41,79,71,79,22,70,65,22,34,36,58,66,63,62,12,8,15,6,13,616,"2","3","DEF",3
21,65,75,775,1,1670,"1",1,4,2,"3",182.88,170,55,55,55,53,53,53,53,53,53,53,53,54,56,56,56,54,60,63,63,63,60,62,66,66,66,62,34,39,66,66,50,56,40,57,65,62,67,71,65,53,53,69,83,61,75,56,61,58,23,26,62,54,62,65,64,13,13,16,10,9,1300,"2","2","DEF",3
33,65,65,220,3,1515,"1",1,3,2,"2",175.26,148,49,49,49,53,53,53,53,53,57,57,57,56,62,62,62,56,62,66,66,66,62,62,62,62,62,62,46,27,43,69,28,43,31,33,65,63,55,53,52,68,70,51,66,60,58,36,52,71,44,65,43,55,63,62,56,11,6,5,6,14,275,"1","3","MID",3
29,65,65,425,3,1318,"1",1,3,2,"2",195.58,207,49,49,49,40,44,44,44,40,42,42,42,42,46,46,46,42,52,58,58,58,52,55,66,66,66,55,15,25,61,41,15,29,17,16,40,57,52,34,42,52,31,68,67,67,91,14,70,62,55,30,18,55,70,63,59,10,10,8,15,14,531,"1","3","DEF",3
30,65,65,400,2,1484,"1",1,3,2,"2",187.96,192,48,48,48,48,48,48,48,48,50,50,50,50,52,52,52,50,58,59,59,59,58,60,65,65,65,60,42,28,66,47,24,47,33,33,34,52,41,64,64,55,32,40,69,74,82,44,67,60,34,64,31,55,60,66,65,15,10,12,14,15,500,"1","3","DEF",3
20,65,77,850,3,1611,"1",1,2,2,"1",177.8,163,54,54,54,58,56,56,56,58,57,57,57,60,59,59,59,60,65,63,63,63,65,65,64,64,64,65,63,38,55,62,36,60,40,33,55,61,70,69,65,65,61,54,61,66,67,32,54,60,39,55,43,50,64,66,62,14,9,9,16,7,1800,"2","2","DEF",3
19,65,79,1200,6,1570,"1",1,3,2,"2",180.34,152,65,65,65,64,65,65,65,64,64,64,64,63,57,57,57,63,45,42,42,42,45,42,37,37,37,42,51,68,62,59,58,60,42,67,49,63,69,68,59,62,68,61,66,61,55,65,51,12,67,62,61,62,20,16,14,8,13,8,14,11,2700,"3","1","FWD",3
28,65,65,425,2,1624,"1",1,3,2,"3",170.18,150,50,50,50,54,52,52,52,54,53,53,53,57,56,56,56,57,66,63,63,63,66,66,62,62,62,66,68,26,47,56,37,43,50,34,51,63,68,65,76,63,76,54,72,85,58,32,75,64,46,44,45,53,49,67,64,9,10,7,5,15,531,"2","2","DEF",3
22,65,69,575,3,1637,"0",1,5,2,"2",190.5,181,57,57,57,56,55,55,55,56,54,54,54,58,55,55,55,58,65,62,62,62,65,66,68,68,68,66,62,35,70,57,32,48,41,35,43,55,75,77,60,62,50,58,68,67,84,43,71,67,54,45,41,48,64,62,63,8,11,8,14,7,877,"1","2","DEF",3
26,65,65,450,1,1616,"0",1,2,2,"2",177.8,181,51,51,51,58,54,54,54,58,56,56,56,62,59,59,59,62,67,64,64,64,67,66,64,64,64,66,66,28,47,64,21,64,32,43,63,56,72,78,73,67,61,36,75,75,75,27,58,63,47,39,38,52,63,64,58,13,9,11,14,16,630,"2","2","DEF",3
29,65,66,475,2,1400,"1",1,3,2,"2",182.88,172,40,40,40,38,38,38,38,38,43,43,43,42,52,52,52,42,54,63,63,63,54,57,65,65,65,57,24,16,65,67,24,25,30,22,67,36,54,33,63,57,66,37,77,65,77,22,69,65,23,44,34,55,52,70,65,12,12,10,8,9,629,"1","3","DEF",3
25,65,69,575,2,1647,"1",1,4,2,"1",175.26,150,57,57,57,65,62,62,62,65,63,63,63,66,62,62,62,66,66,62,62,62,66,65,61,61,61,65,61,38,42,65,21,67,28,35,48,58,78,91,76,66,77,40,60,75,66,40,68,58,70,58,35,60,50,63,62,9,15,6,11,10,762,"3","3","DEF",3
25,65,68,575,2,1412,"1",1,2,2,"3",190.5,205,47,47,47,42,44,44,44,42,44,44,44,45,51,51,51,45,56,61,61,61,56,57,66,66,66,57,41,27,65,53,26,47,29,29,52,54,33,31,32,58,48,66,63,65,90,34,66,60,23,35,39,57,60,69,62,15,10,8,10,12,906,"2","3","DEF",3
26,65,67,550,1,1514,"1",1,3,2,"2",193.04,194,53,53,53,51,53,53,53,51,53,53,53,53,57,57,57,53,59,63,63,63,59,60,66,66,66,60,46,33,62,57,21,52,44,25,55,56,49,48,49,59,40,66,67,70,83,46,67,63,47,51,32,55,62,65,59,9,12,5,7,7,729,"1","3","DEF",3
24,65,69,575,4,1650,"1",1,3,2,"2",177.8,161,57,57,57,59,58,58,58,59,58,58,58,61,59,59,59,61,65,63,63,63,65,65,65,65,65,65,57,29,61,58,24,64,50,47,47,61,72,73,68,65,62,56,66,77,72,41,64,66,60,47,36,52,56,64,60,15,8,10,8,6,992,"3","2","DEF",3
33,65,65,220,2,1601,"1",1,3,2,"3",177.8,168,51,51,51,57,54,54,54,57,55,55,55,59,58,58,58,59,65,64,64,64,65,65,66,66,66,65,65,26,53,61,32,58,37,31,58,61,68,69,64,60,67,35,71,64,76,32,68,65,51,45,39,56,59,66,66,14,12,10,8,10,385,"2","2","DEF",3
21,65,75,775,3,1343,"1",1,2,2,"2",190.5,183,41,41,41,38,39,39,39,38,41,41,41,41,46,46,46,41,54,58,58,58,54,57,65,65,65,57,21,18,65,54,22,27,21,26,38,48,52,60,43,58,66,32,77,59,76,16,66,59,21,38,35,55,62,65,64,12,13,9,5,15,1400,"1","2","DEF",3
20,65,75,775,3,1609,"1",1,3,2,"2",190.5,176,55,55,55,55,56,56,56,55,57,57,57,58,60,60,60,58,61,65,65,65,61,62,66,66,66,62,39,39,62,65,30,54,38,34,65,66,63,71,62,53,55,61,76,68,80,31,62,62,40,53,41,62,65,61,58,9,9,10,13,14,1300,"2","2","DEF",3
31,65,65,475,1,1612,"1",1,3,3,"2",175.26,154,59,59,59,64,62,62,62,64,63,63,63,66,62,62,62,66,59,56,56,56,59,56,49,49,49,56,63,52,44,64,44,66,52,39,58,64,67,81,72,62,72,52,46,87,63,44,64,50,55,57,52,57,24,40,34,5,14,12,6,7,594,"3","3","MID",3
20,65,76,800,2,1655,"0",1,2,3,"1",172.72,154,55,55,55,62,60,60,60,62,61,61,61,64,60,60,60,64,66,62,62,62,66,65,61,61,61,65,63,37,36,59,34,63,44,48,53,64,80,83,65,49,73,44,61,73,55,38,64,59,68,59,43,60,64,65,64,13,7,6,6,15,1600,"3","2","DEF",3
18,65,78,850,11,1506,"0",1,3,2,"2",187.96,168,47,47,47,46,46,46,46,46,49,49,49,49,55,55,55,49,61,64,64,64,61,63,66,66,66,63,40,27,67,65,31,29,29,26,58,55,57,61,59,65,64,55,69,66,60,36,67,66,21,45,44,57,62,66,63,10,12,5,14,12,2300,"2","2","DEF",3
23,65,71,625,3,1575,"1",1,2,2,"2",177.8,154,51,51,51,55,54,54,54,55,56,56,56,58,60,60,60,58,63,65,65,65,63,64,64,64,64,64,46,31,57,66,29,54,40,39,63,66,64,65,56,60,66,47,63,70,61,29,64,63,39,53,43,60,63,64,63,10,7,6,14,14,1000,"2","3","MID",3
35,65,65,250,1,1503,"0",1,4,2,"3",190.5,205,66,66,66,54,59,59,59,54,56,56,56,52,53,53,53,52,42,48,48,48,42,42,50,50,50,42,48,72,80,46,65,38,59,43,38,63,32,30,38,66,40,70,43,48,93,66,61,35,71,58,60,68,35,36,12,14,8,14,11,10,363,"2","2","FWD",3
24,65,72,650,2,1555,"0",1,3,2,"1",180.34,161,53,53,53,57,55,55,55,57,55,55,55,59,57,57,57,59,65,61,61,61,65,65,63,63,63,65,65,29,62,64,29,66,42,39,47,62,55,66,56,58,66,49,60,67,54,31,55,62,49,39,44,54,52,69,70,10,14,9,7,8,1200,"2","2","DEF",3
29,65,65,550,2,1493,"1",1,3,3,"1",187.96,176,66,66,66,61,62,62,62,61,58,58,58,58,50,50,50,58,43,40,40,40,43,41,38,38,38,41,47,71,48,49,54,46,47,49,37,64,73,82,69,74,48,62,60,54,77,62,51,15,65,33,55,53,17,14,11,11,12,10,10,16,963,"3","2","FWD",3
26,65,68,550,1,1504,"1",1,3,2,"2",177.8,161,48,48,48,49,48,48,48,49,50,50,50,52,54,54,54,52,59,62,62,62,59,60,65,65,65,60,35,20,63,62,26,61,32,25,60,65,60,60,57,41,70,53,75,70,85,21,60,59,25,34,36,66,60,64,66,14,14,10,12,9,784,"2","2","DEF",3
20,65,75,775,3,1612,"1",1,3,2,"1",185.42,170,53,53,53,54,54,54,54,54,56,56,56,57,60,60,60,57,64,66,66,66,64,65,66,66,66,65,44,36,60,69,35,54,42,40,56,63,63,63,57,63,57,55,64,71,59,33,70,62,32,51,52,50,65,70,64,14,9,14,12,13,1200,"2","3","MID",3
24,65,70,600,2,1625,"1",1,2,2,"2",175.26,157,53,53,53,57,55,55,55,57,56,56,56,60,58,58,58,60,65,62,62,62,65,66,63,63,63,66,62,30,61,59,25,58,45,32,57,58,76,73,61,64,74,48,70,68,57,48,62,66,41,51,39,62,58,62,64,9,13,9,13,12,1100,"3","2","DEF",3
25,65,70,700,3,1587,"0",1,3,2,"1",185.42,179,60,60,60,59,62,62,62,59,63,63,63,60,65,65,65,60,61,66,66,66,61,61,65,65,65,61,30,59,48,65,30,60,26,39,63,62,55,57,50,68,63,49,57,66,71,61,53,69,59,62,33,54,66,69,55,11,6,7,9,9,1200,"2","2","MID",3
22,65,75,875,4,1500,"1",1,2,2,"2",177.8,181,65,65,65,62,64,64,64,62,61,61,61,60,54,54,54,60,44,42,42,42,44,42,39,39,39,42,39,70,67,56,44,66,44,38,44,62,63,70,68,58,65,67,61,57,61,64,47,20,60,51,68,56,19,14,22,5,9,7,9,5,1500,"2","2","FWD",3
22,65,71,750,2,1591,"1",1,3,2,"1",175.26,141,63,63,63,67,66,66,66,67,65,65,65,66,56,56,56,66,49,42,42,42,49,46,34,34,34,46,51,65,44,61,60,66,63,43,41,64,89,79,87,64,85,59,65,77,31,59,35,19,65,52,59,48,24,14,15,14,6,14,14,7,1400,"3","2","MID",3
22,65,70,600,8,1588,"0",1,2,2,"2",182.88,170,50,50,50,51,49,49,49,51,49,49,49,53,52,52,52,53,64,63,63,63,64,65,67,67,67,65,51,27,61,53,39,51,37,35,51,61,66,70,56,61,60,52,80,73,67,43,73,63,27,27,49,63,68,68,68,13,12,6,6,14,1100,"1","2","DEF",3
21,65,73,675,2,1654,"1",1,4,2,"2",172.72,157,55,55,55,58,57,57,57,58,57,57,57,60,57,57,57,60,65,62,62,62,65,66,65,65,65,66,55,32,54,64,29,58,46,37,42,63,76,78,72,61,75,59,72,68,68,35,65,63,48,44,49,63,62,65,64,13,6,9,9,13,1100,"2","2","DEF",3
17,65,86,1100,8,1514,"1",1,3,2,"1",182.88,159,49,49,49,51,52,52,52,51,55,55,55,54,60,60,60,54,60,65,65,65,60,61,65,65,65,61,27,23,59,70,25,57,34,27,64,58,62,58,56,61,68,52,74,60,67,22,56,62,29,59,33,64,66,67,64,13,12,9,8,12,3000,"2","2","MID",3
25,65,69,575,2,1635,"1",1,3,2,"1",182.88,174,55,55,55,59,57,57,57,59,57,57,57,61,58,58,58,61,65,63,63,63,65,66,65,65,65,66,60,31,54,60,30,57,33,39,52,60,74,79,66,63,56,44,80,75,63,39,72,60,62,42,42,54,66,63,60,9,16,7,14,7,906,"2","3","DEF",3
25,65,70,700,1,1630,"1",1,3,2,"2",180.34,172,57,57,57,59,61,61,61,59,63,63,63,62,66,66,66,62,62,65,65,65,62,61,61,61,61,61,39,46,52,70,39,61,42,41,68,63,56,63,64,62,69,50,55,74,63,48,58,64,58,65,42,64,65,56,53,5,14,7,7,11,1100,"3","2","MID",3
35,65,65,130,1,1550,"1",1,3,2,"1",182.88,163,52,52,52,49,50,50,50,49,52,52,52,50,57,57,57,50,58,65,65,65,58,60,68,68,68,60,35,45,69,69,34,39,49,49,62,53,40,52,46,67,61,46,57,53,82,43,76,65,32,49,30,55,62,67,59,8,13,13,13,12,176,"1","2","MID",3
